sensor_id,temperature,humidity,gas_resistance,label
0,26.261494,41.66724,221741.015625,toro
1,26.242313,41.181812,167101.828125,toro
2,25.869663,42.304821,262295.09375,toro
3,25.78006,41.679085,224659.9375,toro
4,25.761465,41.695045,252403.25,toro
5,25.768436,41.60638,258324.921875,toro
6,25.704355,41.467274,232146.90625,toro
7,25.774319,42.01767,171294.75,toro
0,26.214237,41.554585,25148120.0,toro
1,26.207775,41.070625,19944004.0,toro
2,25.832264,42.211533,27982920.0,toro
3,25.78006,41.600906,28145158.0,toro
4,25.793875,41.608456,26346130.0,toro
5,25.795807,41.50745,39420152.0,toro
6,25.694376,41.340313,20314942.0,toro
7,25.756765,41.914261,15622408.0,toro
0,26.517681,40.725807,24067572.0,toro
1,26.575323,40.195133,19275294.0,toro
2,26.181332,41.421589,27386544.0,toro
3,26.229343,40.81673,26881050.0,toro
4,26.240168,40.829895,25575024.0,toro
5,26.248693,40.713715,37395720.0,toro
6,26.10854,40.566986,19710076.0,toro
7,26.188114,41.129028,14989936.0,toro
0,26.980312,38.178028,24254626.0,toro
1,27.113079,37.526768,18891900.0,toro
2,26.719898,38.887257,27840272.0,toro
3,26.825893,38.200882,26393878.0,toro
4,26.8585,38.163029,25411400.0,toro
5,26.8484,38.069584,36277884.0,toro
6,26.702343,37.983757,19586372.0,toro
7,26.789997,38.552723,14918279.0,toro
0,27.542439,37.968258,1639711.75,toro
1,27.668106,37.280727,1359442.375,toro
2,27.320801,38.683434,2014756.5,toro
3,27.392498,37.965611,1761341.625,toro
4,27.424475,37.898251,1937559.125,toro
5,27.408295,37.775497,2168343.0,toro
6,27.263718,37.689922,1670813.75,toro
7,27.356775,38.261662,1264978.375,toro
0,27.893147,37.742229,1614505.375,toro
1,28.033194,36.991859,1335507.0,toro
2,27.699795,38.397942,1994157.75,toro
3,27.7719,37.66375,1736697.0,toro
4,27.813427,37.585701,1918501.125,toro
5,27.79649,37.481327,2127792.25,toro
6,27.635473,37.394188,1641683.375,toro
7,27.717911,37.955006,1231879.75,toro
0,28.057308,37.456036,1598439.0,toro
1,28.210804,36.660706,1311139.625,toro
2,27.871841,38.073395,1971126.125,toro
3,27.956608,37.330162,1715961.5,toro
4,28.00292,37.211628,1898493.625,toro
5,27.978146,37.136715,2134445.0,toro
6,27.817612,37.044014,1617374.125,toro
7,27.898478,37.635586,1227449.75,toro
0,28.330912,37.199051,230578.703125,toro
1,28.514221,36.273212,173736.0,toro
2,28.218424,37.779293,269544.625,toro
3,28.261129,37.021225,228113.171875,toro
4,28.329544,36.928589,255808.140625,toro
5,28.27676,36.816418,270398.71875,toro
6,28.139469,36.73214,237146.828125,toro
7,28.234537,37.303726,176795.578125,toro
0,28.689083,36.916172,279934.375,toro
1,28.90398,36.144558,218756.671875,toro
2,28.592434,37.465187,324358.5625,toro
3,28.680471,36.712753,271906.53125,toro
4,28.750916,36.573578,306862.4375,toro
5,28.687357,36.47879,321608.03125,toro
6,28.546158,36.435127,287721.28125,toro
7,28.638309,36.961857,220880.0625,toro
6,28.760733,36.171261,334859.375,toro
0,28.865686,36.742607,326843.28125,toro
1,29.116129,35.794876,255425.296875,toro
2,28.81435,37.03157,384962.40625,toro
3,28.890142,36.324566,314206.8125,toro
4,28.980301,36.386444,357292.40625,toro
5,28.913807,36.08778,375641.96875,toro
7,28.846466,36.571213,263103.8125,toro
1,29.261669,35.358097,292906.1875,toro
6,28.910437,35.645218,389798.25,toro
7,29.001957,36.187485,299327.6875,toro
0,29.002487,36.182346,375435.375,toro
2,28.958969,36.660019,434174.25,toro
3,29.049892,35.943699,349965.8125,toro
4,29.139874,35.853676,407724.46875,toro
5,29.070581,35.702068,415415.8125,toro
1,28.827509,35.187614,46071000.0,toro
6,28.501247,35.447395,45026452.0,toro
7,28.598181,35.892189,35569064.0,toro
0,28.599543,36.042942,55574304.0,toro
2,28.520126,36.413456,61782700.0,toro
3,28.663,35.758808,57970808.0,toro
4,28.730968,35.666679,57740968.0,toro
5,28.682379,35.477139,88592088.0,toro
1,28.018393,34.589832,43807488.0,toro
6,27.670404,34.763824,43851456.0,toro
7,27.788132,35.270035,33755344.0,toro
0,27.825989,35.561188,54094924.0,toro
2,27.667383,35.822399,59632392.0,toro
3,27.811834,35.064201,54910768.0,toro
4,27.8608,34.860733,55858512.0,toro
5,27.831329,34.791126,85139328.0,toro
0,27.942892,35.872604,52033348.0,toro
1,28.038126,34.833023,41676312.0,toro
2,27.687328,35.915947,58047828.0,toro
4,27.835867,34.523312,53663052.0,toro
6,27.71282,34.428169,42363284.0,toro
7,27.835781,34.873421,32817226.0,toro
3,27.761913,35.030331,52660508.0,toro
5,27.816397,34.37495,80362968.0,toro
0,28.60203,36.031631,3113053.5,toro
1,28.704166,35.013901,2647705.25,toro
2,28.380497,35.991608,3737226.25,toro
4,28.51405,34.61272,3689259.25,toro
6,28.369013,34.52092,3230921.0,toro
7,28.50288,34.9105,2437369.75,toro
3,28.420879,35.089687,3154409.0,toro
5,28.480814,34.491512,4203181.0,toro
0,28.833349,35.991508,3079699.25,toro
1,28.953318,35.004055,2617252.5,toro
2,28.63233,35.942585,3701762.25,toro
4,28.778341,34.586651,3625581.0,toro
6,28.633488,34.49493,3170892.25,toro
7,28.75618,34.878197,2382087.75,toro
3,28.707928,35.048607,3129106.25,toro
5,28.752056,34.460423,4108325.0,toro
0,28.947765,35.800819,2970268.25,toro
1,29.074192,34.87775,2560800.25,toro
2,28.774456,35.796474,3674366.5,toro
